,track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,key,mode
22719,20VuO95A8RxUPlShnfYArW,I Got The... - 2006 Remaster,Labi Siffre,1wTqD7FSQ8XgKPy8xBUaEV,Remember My Song,1975,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0,0
23417,6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,6gkwOLmk0ALMOjWs5WhAEr,In My Own Words,2006-01-01,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,6,1
23371,4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,7dRdaGSxgcBdJnrOviQRuB,Life After Death (2014 Remastered Edition),1997-03-04,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,6,0
5734,03eTzlfvTDaVEJqyL9CCLf,Noairleft,Lostiu.,2mB1bRtu1lMBi6bmSq3aYx,It'll Be Fine,2017-12-13,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0,1
268,1MgpEKnO6sgMTb5zumAsgn,Discovery,Syn Cole,3lEnnkcv3BuCf8tUsNvqlC,Discovery,2019-05-31,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0,0
23028,31F0KxmTD4rz3o0tJht5RL,Ordinary Pleasure,Toro y Moi,7lXkGYfPd8ygerG681NxQG,Outer Peace,2019-01-18,Ultimate Indie Presents... Best Tracks of 2019,37i9dQZF1DWTc5QDlvD7t0,r&b,hip pop,7,1
26189,32sBVB5HmrwJ6e9g0S2BRL,Damselfly,Loyle Carner,6wjryxtrKxzTZID9kyZUV5,Yesterday's Gone,2017-01-20,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,11,1
26970,07AIGejOb0kM3S7mMHi7pm,DatDatDat,BROHUG,1ZSGPXoqQonfIn9FWWdhq9,DatDatDat,2019-04-12,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,9,1
3110,5C0ivQMxes2lWuOANhvVAm,GIANTS,True Damage,1hK1lKNTYUM4wYRIY19CRO,GIANTS,2019-11-10,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,1,1
11027,1WMMrUKNFsnEG2csDURxhb,Sol y Luna,Duki,1El0UxIBwU3431TI9656dK,Sol y Luna,2019-06-24,Trap Argentino - Trap Argentina,6ltss0ThreZ3uIMn5mr4Tm,rap,trap,7,0
540,0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II",Alan Walker,700MviIgFKNTldTXmOAFOr,"Alone, Pt. II",2019-12-27,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,3,0
12497,3dix9ONSeCaR05vk8K2kEQ,Breaking the Law,Judas Priest,4OwBaU87F1fKR9xAQ5qdhQ,British Steel - 30th Anniversary,2010-05-10,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,2,1
2458,1lrspG06rzOUUGpdX3DrN1,Arrive,Quentyn,3kZ0utec0piJwr5OzhaWsc,Arrive,2017-12-08,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,6,0
19850,4pg1CRAajCYbb1q2sZypPf,Echa Pa'lla (Manos Pa'rriba),Pitbull,4brEzXAZB8SWqgQIOBn7nF,I Am Armando (Armando Reloaded),2012-07-30,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,10,1
1745,19hh7DkfRBrpRGYfKlw7jb,Valentine,5 Seconds of Summer,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe),2018-06-15,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,1,0
23297,2LKlHBPHxLG5ArAXfF148n,Lemon - Edit,N.E.R.D,2xGzVkqqc7CFi74fAoIbAa,Lemon (Edit),2017-12-06,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,1,1
12045,0N5x5UmYcbBeHFJtCCqf62,Ruby,Kaiser Chiefs,0mKKqokWGSgKoL2bzdyTpd,"Yours Truly, Angry Mob",2007-01-01,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,5,0
20259,3jbT1Y5MoPwEIpZndDDwVq,Adicto (with Anuel AA & Ozuna),Tainy,7nqA49hzXJWPH4cnM8nk6x,Adicto (with Anuel AA & Ozuna),2019-08-22,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,10,0
29886,5hJ1YFy36GgOrxCqZsGiQo,New Sunrise - NuDisco Edit,B-MEN,3dZgCcFPtZBJmmoQ3apFs4,New Sunrise,2019-10-25,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,11,0
14435,11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,6ohX7moZZnF1FwYrli1OJ6,In Utero - 20th Anniversary - Deluxe Edition,1993-09-21,SNZB PERMANENT WAVE,6CgjYkPIWTxJi8RtPcki02,rock,permanent wave,1,1
14976,5ZIU2kT1wNjQNclQeVCz5O,Modern Day Cowboy,Tesla,1VctZj1UuAgfqtnDcTlzGI,Mechanical Resonance,1986-01-01,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,4,1
25286,0PWqC3xDoCWyqy1IW3RiKE,Knockin',Angel Grant,67BjkhyDC5KzhYRiKDVCcX,Album,1998-01-01,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,6,0
19058,1EoEU4HY57qaITp06TkC6B,Goteo,Duki,6lfI4LBcu46SL3TzSw3rWg,Goteo,2019-08-07,De Fiesta,37i9dQZF1DWVskFRGurTfg,latin,reggaeton,1,1
22812,7xeMD2bU9QrjrPRYSvSkKn,Vem Cá,Altamira,1qzZVTwBQ8aXXJImaEOASW,Vem Cá,2019-01-24,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,11,1
24867,0hcW7qPqWWJc8189OaqQvX,You,Jesse Powell,280dlb1eZeAvo8Gnfe80nE,Jesse Powell,1996-01-01,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0,0
4606,47zREtxQZ3cHHIZwUQnuuN,Never Be Like You (feat. Kai),Flume,6VHCF8ykDo3STafE5JfMAs,Skin,2016-05-27,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0,1
23509,3k3rsujAAKrvCXcyCzFtsU,Kiss From A Rose,Mustered Courage,7FRzhL5VqBkKdo4JWc8vMP,Kiss From A Rose,2014-01-01,Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,0,1
29975,7qwQ2UGJnixDow4kyz9PDe,Push It,Mike Candys,5Q1hBd7Oaaa8CVHTQAnfS2,Push It,2019-09-13,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,10,1
9313,2ujbOwvdiH020TO5EucGiX,Hypnotize,The Notorious B.I.G.,2sRdk7s8ObFBEn3ZoPmE5r,Life After Death (Deluxe Version),1997-03-04,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,9,1
14143,4iCGSi1RonREsPtfEKYj5b,"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,4bPT6Q8ppaSNppk1kbEbLl,Mellon Collie And The Infinite Sadness (Remastered),1995-12-12,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,6,1
15359,2pQ6i5Ll6ggtG5T4RK5J9G,Cocaine,Eric Clapton,4uJ3ip5NLuBQetcijVuGa9,Complete Clapton,2007-10-08,HARD ROCK CAFE,55ybnG2z8rpTIerRfnCsw6,rock,hard rock,9,1
16899,7kQxPgKQx9VKLaj2KtUrv1,No Llores,Jay Kalyl,2I2LoXtrGUkiYXCoZRTAyj,No Llores,2019-12-27,Tropical Rising,37i9dQZF1DX07X8UDWKEwP,latin,tropical,6,0
18830,53uKGbcMjEc2gIWbfmvpdS,Mírame - Remix,Nio Garcia,3YLXKSgU5SrzzkBbwzBQC2,Mírame,2019-07-19,Mansión Reggaetón,37i9dQZF1DWZjqjZMudx9T,latin,reggaeton,1,1
773,5a6WvCvpzP3flz3ZG0aAMp,Rock My Heart - Radio Mix,Haddaway,1LAx7yCVbGwskdnGDof8SC,The Album,1993-09-13,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,5,0
30918,0gE8dn0iFfXoSLLakAPDKZ,Gravity - Radio Edit,Kevin Wild,6mG4CzOFd5AzkEgAOZakOH,Gravity,2014-06-30,Happy EDM,3d2JFEbvcx7p2CHkBaQeMZ,edm,pop edm,5,1
26730,7KX65PC1UZuImsUInThbav,Cold Little Heart - Radio Edit,Michael Kiwanuka,55A6d8TOuiAs6zDiKj2c3A,Cold Little Heart (Radio Edit),2017-02-24,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,7,0
21088,3Op7R5YNeIVoZUCxXVZW2k,Pon de Replay - Radio Edit,Rihanna,7G8lKja4yFxzPUcutTmvKk,Pon de Replay,2005-05-24,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,7,1
22670,72ahyckBJfTigJCFCviVN7,Don't Bring Me Down,Electric Light Orchestra,1CvVSn2MtKDBR6aWMkNkem,Discovery,1979-05-31,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,2,1
11222,5iemvGR1EraL9s3XvohIP3,Grammys,Drake,3hARKC8cinq3mZLLAEaBh9,Views,2016-05-06,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,1,1
14911,0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,Scorpions,6d4dgGamepehj0WwsYXTKi,Love At First Sting,1984-05-04,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,7,1
20740,1T7Htpf1kEvU9Adf8J0ekk,Break Free,Ariana Grande,5AMOKSM1ftb3opIbGT2d4q,My Everything (Deluxe),2014-08-22,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,7,0
21542,2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,11,1
25391,6zl319nC7f5Xnw1tVq0UCK,HOLD UP (feat. Queen Naija),DDG,5BBWlhEbuaHSVSBAUXGtI3,Sorry 4 The Hold Up,2019-03-22,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,1,0
27148,6HD523FPLEolYCPUqUQeEs,Rock To The Rhythm - Extended Edit,ROMBE4T,2KDf6EMIPCd5FPest9dh9Y,Rock To The Rhythm,2020-01-17,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,6,0
4236,2vNmPvzN8fgyhJG5nKfbt8,Dissolve Me,alt-J,7HOzvP7Ta2lLueojdlJtdZ,An Awesome Wave,2012-05-28,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,2,1
25350,2kt06ZsD735FYBZO8yAAQs,Hello Ego,Jhené Aiko,2vYEAU3L58qz0d8Mk2JVdi,Hello Ego,2017-06-19,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0,1
18148,6ya6FdIQAAwH0b2GkKNFs4,Welcome to My Life - Acoustic,Simple Plan,6iSqrWtf1U8qr6cS7zeAxx,Welcome to My Life,2004-12-14,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,11,1
25619,5nXT0jRAR9ChVWmh2tLQln,Timmy's Prayer,Sampha,2gUSWVHCOerKhJHZRwhVtN,Process,2017-02-03,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,1,1
12809,3XC7Jd6SfrQYKZJ6inyRHK,The House of the Rising Sun,The Animals,0Vhk3dVT59LnhwSHFXLIXA,Most Of The Animals,1992-02-24,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,9,0
561,3wWRbRa3OFIFRs4gNywkdd,Do You Miss Me Much - Wookie Remix,Craig David,4B0rji5C6OuSdublYV0jiN,Do You Miss Me Much (Wookie Remix),2019-09-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,11,0
25569,2F4JaV4P4zajoAiUkHD36b,Just Sayin/I Tried,The Internet,69g3CtOVg98TPOwqmI2K7Q,Ego Death,2015-06-26,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,11,1
19874,1KSqYYJFyfTecXFk9M0prc,Escápate Conmigo (feat. Ozuna),Wisin,6I32dRerwcm3jYRsprxb5k,Victory,2017-12-01,latin hip hop,3nH8aytdqNeRbcRCg3dw9q,latin,latin hip hop,11,1
21931,0VgkVdmE4gld66l8iyGjgx,Mask Off,Future,17FBoXK1NU2rvJBbzdzw0r,FUTURE,2017-06-30,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,2,1
10469,6cmHSmje6WbmoOA05vqAY8,Tamo Loco,Ysy A,1xBRl9uasXgYxvY91wnVUz,Tamo Loco,2018-10-30,Trapperz Argentina,37i9dQZF1DWXrVH01e3PIE,rap,trap,1,1
31395,3qaYuV5XZAwiOvGE91HhwS,Inside the Lines (feat. Casso),Mike Perry,72KsBUWczf3pwEuurFQOC7,Inside the Lines (feat. Casso),2016-10-21,Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,8,1
26260,2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,Phony Ppl,6IGDCUkBJ3LEUoAcoTD46u,Yesterday's Tomorrow,2015-01-13,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,1,1
14082,7zSAI7Ae6DPVepN8MksKVZ,Space Age Love Song,A Flock Of Seagulls,48ajNqhmdKrGVwJo0UGMiV,We Are The '80s,1981,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,2,1
31257,7rmlHxhHHRQhcIVQgbhuUG,Spite (Dusk Edit),Morgin Madison,0BMJTLYcoAfg7IwtvHCAkF,Spite (Dusk Edit),2019-11-06,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,9,0
22959,5fgHQws1Cj6KDLQmlqM6lF,Problems,DeathbyRomy,5qrMJHElz2d5ig6NDIY6cv,Problems,2019-10-04,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0,1
27056,474TEoMGE3C9KBNAkTb9Rk,Right Here,doVicente,44yqf7oGuEAA25Csnt3gN7,Right Here,2019-11-29,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,6,1
8547,4KGMWul1fFHccT8SWhaGYp,A Little More,Moosh & Twist,487GIpv2vpP6VClb7riVfc,A Little More,2019-10-18,Gangster Rap,5joQabz9ys3XPGbSx5CaKv,rap,gangster rap,1,0
4090,04pcMIy3xrbNpecnb0Ii8q,What's Love Got to Do with It,XY&O,2sB4bVPkqllNa3CIMLdfYO,What's Love Got to Do with It,2017-03-10,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,7,1
18506,4kAtRwNRLMKuoCbxMSxUGI,Noche De Sexo,Wisin & Yandel,0mfiGkVJST0ysEVznu2aZP,Pa'l Mundo,2005-01-01,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,2,1
31472,2jI7aQIz5QmbJtzvDiHP2j,Unless We Forget - Original Mix,Jewelz,32kxx0hi2fT4AfGdtattZ0,Unless We Forget,2014-01-27,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,11,0
16690,6ANDIETazjrN1iX9aQTomf,Vem Comigo,VENVS,36yzssPzHTPyqLyV0YWgVA,Venvs,2020-01-10,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,3,0
14316,6WEBIVqiEsevfgJefTyuQQ,Too Shy,Kajagoogoo,52koatNHePHRWEmmkP0z2Z,White Feathers,1983,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,5,0
26532,494gu8wMGboUduX4l7OTC8,Nothing But God,Dave Hollister,5YdxhXh0DHURDoTIl8xnXh,The Book Of David: Vol. 1 The Transition,2006-06-27,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,10,0
11690,5S7OgDkPpqVApvYR3pz75X,The Shire (Part 1),Threshold,7JDP5zRqDD9TWuK3bWe8gg,Legends Of The Shires,2017-09-08,Progressive Rock / Metal - Rock /Metal  Progresivo,7GhTpb4eOp6403Bmgqz3db,rock,album rock,9,1
3199,6sbOGldEofWsQlq1GjdHJK,Journal of Ardency,Class Actress,5zJe6jrZxxyz19NgnKXIom,Journal of Ardency,2010-02-09,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,6,0
29504,57G4O9hcMT15cCYgTEniYq,More Cowbell - Mix Cut,D.O.D,2970UsnM7obCiCx9iFaXQz,Mixmash Radio 254,2019-02-16,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,11,0
19710,3ClBKQkKoaUQ6UOhe2xlJK,Good News,Mac Miller,4CCaoRnCugI6RsHHBKiMLs,Good News,2020-01-09,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,1,0
22531,4m4cwzmJJdD3gg3d8OT68r,When You Say That,Brasstracks,6GfBARtHu9QmUraxH3V03X,For Those Who Know Pt. I,2017-10-20,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,4,1
17675,4TnFANpjVwVKWzkxNzIyFH,Ne reviens pas,Gradur,7ilqGyawRNe3bXNfLYtrfo,Zone 59,2019-11-29,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,10,0
21056,14eXPUCqMrws746wzWKgNN,Turn Me On (Hold You) - Radio Edit,Kriss Raize,3ySH6R3q6o29CC9V1xCIb1,Turn Me On (Hold You),2016-05-10,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,1,0
3667,4fVdtkBSTaOuecdWKcXmRX,Careless Whisper,George Michael,59x2pzuxQaaLEf9ujqQGq9,Ladies & Gentlemen...The Best of George Michael,1998-11-09,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,2,0
25223,2qDptLjqWLqRDD4MHgbDhp,Summertime Anthem (Featuring Chubb Rock),Eric Roberson,77pVOQZc3HaGJKGFGhfQnb,Mr. Nice Guy,2011-11-08,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,11,1
28987,1klll7GJ9hNi07Bncgqtk9,One Second,MACHADO,2jgZMd9BRmA8Uhma5Ijftt,One Second,2019-11-25,Sick Big Room House Drops | EZUMI,4R4c3WdN1Any2Q1NSuec3r,edm,big room,0,1
4870,5e0vgBWfwToyphURwynSXa,Run Away With Me,Carly Rae Jepsen,6UjZgFbK6CQptu8aOobzPV,Emotion,2015-08-21,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,1,1
2285,6gDPf8eJIRQ73rUktH17P3,Meant to Be,Ross Lynch,5ANe5AfOnYydm3lXELfiHF,Teen Beach Movie,2013-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,9,1
27767,6ZbiaHwI9x7CIxYGOEmXxd,Beast,Tungevaag,1Zx6djdveDkq0CBg3qUZ6N,Beast,2016-09-09,Crossfit‏‏​​   ‍,5GiPRvTccToqwOzkoAcDrY,edm,electro house,11,1
23242,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,4eLPsYPBmXABThSJ821sqY,DAMN.,2017-04-14,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,1,0
28801,15tPd1IdPIwBhMn7UByEdV,Mayhem,Steve Aoki,53gk1VBQCzTB6mRQaFH5zk,Mayhem,2018-03-23,BIG-ROOM NEVER DIES !,4QtO2XySphMOJt7pX0yaVi,edm,big room,8,1
14720,5t1sJQEcAltWjCfGL50aQT,Grave,Wage War,2tStEaMvl7vkfgAEwysgYP,Pressure,2019-08-30,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,7,0
17890,5zQjeUSdve9t7QTHmZe7fz,Ven A Bailar,Yámana,0JkfuVzLGub2LM2bzOoW8g,Yámana,2003-12-02,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,7,1
10460,07VwdDnNr05uJGgpM1IG40,Ice,Ecko,586IQApnq6C4SSyv3nROWq,Ice,2018-11-09,Trapperz Argentina,37i9dQZF1DWXrVH01e3PIE,rap,trap,5,0
11506,18URo35acNKRTHfEdjTcGn,Photograph,Def Leppard,5ab6RIlAGwbVAacV1JIr2d,Pyromania,1983-01-20,Vault: Def Leppard Greatest Hits,6BKqPGcrFMy6TczW0R5Vsz,rock,album rock,4,1
916,2oTLO5bUVaNMuZYaevh0yf,Edge Of My Seat - THUNDERBIRD Remix,TobyMac,6HbrhmZ9osGyiKjUFDxQGJ,The St. Nemele Collab Sessions,2019-08-23,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0,0
9544,2rwmKpWW6o6anOhvcyiJOw,Nothin' But The Cavi Hit,Mack 10,2esSqztHIhZfXup4PihEoD,Best Of Mack 10,2007-01-01,Gangsta Rap/90's Hip-Hop,62spXXfUxBed8nbd5xvH2O,rap,gangster rap,1,0
12092,18a6Hmy684ySE4RX3evAqJ,In The Lap Of The Gods - Remastered 2011,Queen,5SBHID8qGG3x52zgoh2ilz,Sheer Heart Attack (2011 Remaster),1974-11-08,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,5,1
1351,0Z26mbSHJ1dkUu7g9DDgif,Trigger,Major Lazer,3Fcqa5sb0vVYEEDHzkiOA1,Trigger,2019-10-24,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,8,1
22389,5NlV5HVIfgk5eHxvAGGTfy,better off,j-hope,22b1Y01K22BkoBUq2zO6WY,better off,2018-04-20,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,8,0
8009,3HCzj965m8Fz2E8wZkir6q,They Want EFX,Das EFX,5L6ETkYF4PeD1pSrAGKuNf,Dead Serious,1992-04-07,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,5,0
16162,0ss3ny5ZmAYMpTWJDLgnV8,Not Falling,Mudvayne,4CE5Dwiroop0DKR2SlC3fp,The End Of All Things To Come,2002-11-12,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,8,1
23322,4PzovBqgnSHKd8opsP7IVM,Everyday We Lit (feat. PnB Rock),YFN Lucci,3rC6vGpgXntVIsIkrw1tol,Long Live Nut,2017-03-03,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,7,1
26537,7E9ZE2oITVBddSN8pmBsDS,Unconditional,Cynthia Jones,77EiKFk6axcdKp31cojgPX,Journey Of Soul,2011-08-29,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,7,0
620,4Gy6pnhY9GGE3nqD3d0CmU,Too Close,Ria Mae,1qndvyChhfvNmTWNi7eLiE,Too Close,2019-10-16,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,8,1
22137,7JXZq0JgG2zTrSOAgY8VMC,Jungle,Drake,0ptlfJfwGTy0Yvrk14JK1I,If You're Reading This It's Too Late,2015-02-12,PROJECT: Contemporary,6HaCi9bqaiuSZEDfCEmwyo,r&b,urban contemporary,7,1
22900,6cqXhzuVIH4Hm2CkF7ZN21,Helicopter,Deerhunter,1HUMjB15ARg96KIypcGzYY,Halcyon Digest,2010-09-27,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,4,1
27519,5qvGIVwLPiqAyJuohXwvSM,Blaze It Up,LOOPERS,3nB5R5wBFXVJoZRNRFRlXg,Blaze It Up,2017-09-22,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,7,1
2569,2bKhIGdMdcqCqQ2ZhSv5nE,Middle,DJ Snake,2WVIfmyMWWwXQ6TaGMzEYW,Middle,2015-10-16,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,9,1
28100,0ZRz0GAbbBuUQbY0KI8ALl,La Isla Bonita - Mike La Funk Remix,Paulo & Verde,5bezZybbPz51TrrzNEWqDT,La Isla Bonita (Remixes),2019-06-14,Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,edm,electro house,1,0
16427,0GARcbxLIOmzrs0lHpuvmi,Aloha,Carlos Sadness,23T1akaF3cPN6Pp27JQ8vi,Aloha,2019-11-22,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0,1
13661,407ltk0BtcZI8kgu0HH4Yj,Into My Arms - 2011 Remastered Version,Nick Cave & The Bad Seeds,4Gp9Ls1UqkrQRrTTxhvs6A,The Boatman's Call (2011 Remastered Version),1997,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0,1
10116,20pJKlNIU3J1CrvhBr1kQ8,La Ocasión,DJ Luian,3CgogddksNmKJrnAATIMFG,La Ocasión,2018-03-16,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,9,0
10545,2AIRjuG5CsnyfmLU0LhjgT,UNDERGRND,UZ,5c4nVRCGMNZzcBRzypAjD7,UNDERGRND,2018-08-24,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0,0
12327,5SAUIWdZ04OxYfJFDchC7S,Smoke on the Water,Deep Purple,1EK3a0Yctg4d3nGQzE4Uty,Machine Head,1972-03-25,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0,1
9526,7lQWRAjyhTpCWFC0jmclT4,Gangsta's Paradise,Coolio,0fYctMs4EvoEqzDh8Kmg5g,Gangsta's Paradise,1995-11-07,Gangsta Rap/90's Hip-Hop,62spXXfUxBed8nbd5xvH2O,rap,gangster rap,8,1
27849,4qXD6QHP4g9Abt8dW955Mi,Avalon,Madison Mars,5XmMfwSlzzuudljExyPzF6,Avalon,2019-07-08,Electro House - by Spinnin' Records,4pVZ70y8vzzkn2GVwQbQw8,edm,electro house,11,0
4010,7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,3xgS4rfthlsvhW7J2WLiiR,Liar,2019-09-04,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,11,0
