,track_popularity,track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,key,mode,combined_text
12486,68,4vO9dmzNRqDhFY3jD1a3P7,mississippi queen,Mountain,2tWvZmP9EVRYqmWyJPLzjP,climbing,1970,Classic Rock,5BygwTQ3OrbiwVsQhXFHMz,rock,classic rock,9,1,mississippi queen climbing rock classic rock
32529,50,1cN45YtJost0rjvbseomXj,mistaken,Martin Garrix,36EtVEn1SVViW6Pi8rD9n8,mistaken,2019-03-31,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,6,0,mistaken mistaken edm progressive electro house
10530,41,1Ezrl79QX3LqBk9v3qIdCl,mistakes,Mike Hawkins,0PMQBeEZ2vf4GoOdgxgmlZ,mistakes,2019-02-01,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,6,0,mistakes mistakes rap trap
8380,52,7BpxBMNYNYguGWZZk2zOKe,mister,Young Nudy,1GA0RYI8TGXAKtNt66ZBbC,mister,2019-04-24,Southern Hip Hop,57sYMLFXGD4ZqizzcMD7lz,rap,southern hip hop,7,1,mister mister rap southern hip hop
9263,3,3gppA9cIA46C4nomcRq1NF,mister dardy,Dardan,5M9e4KxPwrUJo2UCCo8tgu,hallo deutschrap,2017-05-19,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,1,1,mister dardy hallo deutschrap rap gangster rap
2374,84,7xapw9Oy21WpfEcib2ErSA,mistletoe,Justin Bieber,63MKT9hwmiMFFdFp5SdB1p,under the mistletoe,2011-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post teen pop,6,0,mistletoe under the mistletoe pop post teen pop
26951,49,46YgxHQSY7n35YcF64rKrD,mixed signals,Rezz,6p6nQDOigGebNcarqElr9x,mixed signals,2018-12-14,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,2,1,mixed signals mixed signals edm electro house
26129,5,0HkcFsicQMIumVpNNde204,mo better,Raheem DeVaughn,3OclVn1K3sKF40dJ8KrSXu,love behind the melody,2008-08-25,Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,1,1,mo better love behind the melody r&b neo soul
24681,49,4h1T8pUzl9VtudWWlVAxxz,mo money mo problems,The Notorious B.I.G.,46JQVqJpOg8opDLUl1qHT1,bad boy 10th anniversary the hits,2004-03-09,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",3a9y4eeCJRmG9p4YKfqYIx,r&b,new jack swing,6,0,mo money mo problems bad boy 10th anniversary the hits r&b new jack swing
23371,72,4INDiWSKvqSKDEu7mh8HFz,mo money mo problems,The Notorious B.I.G.,7dRdaGSxgcBdJnrOviQRuB,life after death,1997-03-04,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,6,0,mo money mo problems life after death r&b hip pop
11672,37,2HuKPBTjdwDz4AgyScuMDe,mocking bird,Barclay James Harvest,6zRtvOW9uHAqVeUKVnSnGZ,once again,2017-09-01,Progressive Rock / Metal - Rock /Metal  Progresivo,7GhTpb4eOp6403Bmgqz3db,rock,album rock,4,0,mocking bird once again rock album rock
7965,13,17baAghWcrewNOcc9dCewx,mockingbird,Eminem,71xFWYFtiHC8eP99QB30AA,curtain call,2005-12-06,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,4,0,mockingbird curtain call rap southern hip hop
14976,56,5ZIU2kT1wNjQNclQeVCz5O,modern day cowboy,Tesla,1VctZj1UuAgfqtnDcTlzGI,mechanical resonance,1986-01-01,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,4,1,modern day cowboy mechanical resonance rock hard rock
5757,53,1InzTnM9CRkVlrRzVqbo2P,mohabbat,Kaam Bhaari,50a68Hd5GrW2yQuDB5zBRv,mohabbat,2019-10-05,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0,1,mohabbat mohabbat rap hip hop
31066,9,6e7Xpk8Ot6EECTUNkPgxkN,molly,Cedric Gervais,0uO3fwdNbKj1evYe7l2EHi,molly,2012-01-01,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,progressive electro house,9,0,molly molly edm progressive electro house
14834,40,33W6nFqHIhVCfGLiafK3kr,mondays,Onlap,36efY5UeThYzvKmS4wRJTL,mondays,2020-01-10,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,2,0,mondays mondays rock hard rock
7129,25,4OGupqrF7u7wM4yLRMpL0p,money and the power,Scarface,1LpijBYQ5nyqdgntvlj9T5,mr scarface is back,1991,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,4,0,money and the power mr scarface is back rap southern hip hop
32393,13,1IIYOuxT9djbArUWP1yE1a,monocool 2014,Adrian Emile,1WEp9OPGDYhG8bnnvdsuVJ,monocool 2014,2013-10-30,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,1,1,monocool 2014 monocool 2014 edm progressive electro house
16543,43,5t9FpLt6rnfuhSoqZw737T,montreal,Dieter Spitz,65MiD9wGh8CNnHUkq3oLmE,montreal,2018-05-13,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,4,1,montreal montreal latin tropical
11945,2,7gSeGMqiOrv7ftmxYLFaOA,moondance,Van Morrison,1EGgZgY8BFqFqAc7rq5j8r,moondance,1970-02-28,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,9,0,moondance moondance rock album rock
23264,86,0JP9xo3adEtGSdUEISiszL,moonlight,XXXTENTACION,2Ti79nwTsont5ZHfdxIzAm,,2018-03-16,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,9,0,moonlight r&b hip pop
29504,8,57G4O9hcMT15cCYgTEniYq,more cowbell,D.O.D,2970UsnM7obCiCx9iFaXQz,mixmash radio 254,2019-02-16,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,11,0,more cowbell mixmash radio 254 edm big room
32703,41,0bcmVfGI69duX7Vy5F8Kta,more of your love,Justin Mylo,0jg1glVlEN5ZWYfC1eLy3m,more of your love,2019-08-16,Trending EDM by Nik Cooper,4N1ipiKR3xla8UXtE12XBm,edm,progressive electro house,11,0,more of your love more of your love edm progressive electro house
11736,51,1EB3Z38oKDKVp4K2yEO2dl,more than words can say,Alias,2almhUpe1eEbKQiRT1BlPF,alias,1990-01-01,Mega Rock Ballads: The Best Slow Rock Compilation Ever !,6LJtRKgDpzM8ZbbwC0jLhe,rock,album rock,4,1,more than words can say alias rock album rock
23873,25,4q8PHoRsPUB52LFylX8Ulz,more than you know,Axwell /\ Ingrosso,5wtHzowB37Fre3iXWQW5v5,more than you know,2017-05-24,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,5,0,more than you know more than you know r&b hip pop
22620,39,5u0qHECqaCuSKflvmhrtil,moreno soy,Diego El Cigala,7DaqsI9q60TwDUAGE11O8x,indestructible,2016-10-28,Cuban vibes only,6VWXakL2ojgiVC01I271e2,r&b,urban contemporary,9,0,moreno soy indestructible r&b urban contemporary
26999,33,296Gigd8C1sX7RgfCK4YgV,mork,The Bloody Beetroots,1PDBZG9XClqNODe9S0I79n,heavy,2019-06-21,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,7,1,mork heavy edm electro house
978,13,3aY4mGFsRJJmZeqkagYFCB,morninglight,Team Deep,3Ufv5Lc2VMt49bQm6pt2sr,morninglight,2019-06-28,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,10,0,morninglight morninglight pop dance pop
31216,15,0NakmIDFGJyS1iAXmlVDcJ,morrysom,Piem,0pi1M5GJ9r7trHdeUtq0Ed,morrysom ep,2019-07-19,Selected House,2JPzPB9jnvJLAYtmCbvZy8,edm,progressive electro house,2,1,morrysom morrysom ep edm progressive electro house
18370,83,0rIAC4PXANcKmitJfoqmVm,motivation,Normani,2r6BEK0wzXbL8JHyCkeJkG,motivation,2019-08-16,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,4,1,motivation motivation latin latin pop
27004,31,4M1VwqUf8Qh8lYy9EgRPrB,move it,Alenn,7hYdYxZEJzdH98m5SyYZvz,move it,2019-05-15,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,9,1,move it move it edm electro house
3892,38,7nGVsZvWnSvQJGkuxTnOrS,move on,ayokay,0zZ55G2YaRaCsaxMzBnPDH,we come alive,2019-08-09,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,11,0,move on we come alive pop indie poptimism
21026,40,4U8cv19UvIVKkA4Lliv717,move on,Faydee,1mNr9OMAsZqPugzenNbpL2,move on,2015-01-25,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,9,1,move on move on latin latin hip hop
14593,55,3Kq7kKBwHPOvdmyZanK4AP,move to san francisco,Circa Waves,1Xzw37fOGEzmGgntz96Egw,move to san francisco,2020-01-08,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,9,1,move to san francisco move to san francisco rock permanent wave
4288,39,0561ZV0uaJYEOPTa5jCiqg,moved on,Redlight Blue,1oBiM4dk2qutNztPMVfa7b,moved on,2019-12-16,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,4,0,moved on moved on pop indie poptimism
16506,57,6WKynwuNv6tsxlFsnWYkQn,movement,Lylos,1uuViGWUYCNyHgaTan5oVk,movement,2018-10-26,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,2,1,movement movement latin tropical
1922,70,7LcfRTgAVTs5pQGEQgUEzN,moves like jagger,Maroon 5,7strNUlU6xZqlVWBNUdOYv,hands all over,2010,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post teen pop,11,0,moves like jagger hands all over pop post teen pop
16620,33,2eWvagH71b2grgDcwQcomQ,moving on,Where The Man,7KNw3zlP1Moh9eDGAUMDpD,moving on,2019-08-02,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,9,1,moving on moving on latin tropical
12274,79,2RlgNHKcydI9sayD2Df2xp,mr blue sky,Electric Light Orchestra,3usnShwygMXVZB4IV5dwnU,out of the blue,1977,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,10,1,mr blue sky out of the blue rock album rock
12779,25,7AWeyu0x4vJp3pb2RKadBT,mr crowley,Ozzy Osbourne,0FFbguUto5ZWRVMN2r9ZCm,the ozzman cometh,1997-11-11,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,2,0,mr crowley the ozzman cometh rock classic rock
842,54,2rTYgHxgcndkUrRoU7x0Sv,mr vain,Culture Beat,4WiN45TcjcmOnnk8ZPzIIO,serenity,1993-01-01,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,9,0,mr vain serenity pop dance pop
6008,69,0EHR9OObFtjlhQB8wSt1m7,mrs officer,Lil Wayne,5BGzOpea6At0Nd7tYtYZOP,tha carter iii,2008-01-01,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,6,1,mrs officer tha carter iii rap hip hop
23337,77,0I3q5fE6wg7LIfHGngUTnV,ms jackson,OutKast,2tm3Ht61kqqRZtIYsBjxEj,stankonia,2000-10-31,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,4,0,ms jackson stankonia r&b hip pop
741,57,1WMfmBKlRTUGafwEjtJIhN,mucho mas alla,David Bisbal,2HpjCcz1zgMiFJBLesaqc9,mucho mas alla,2019-11-08,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,8,1,mucho mas alla mucho mas alla pop dance pop
6818,36,6LaL6C8BSEttwdUOmPDz2G,mujer fria,Chato 473,32vTktV2tbdzH98TQwxiF7,mujer fria,2019-10-01,Arena Hip-Hop,37i9dQZF1DWVFZbCNivv6B,rap,hip hop,7,0,mujer fria mujer fria rap hip hop
17515,68,7wNrk2vc0GUUNBFggJzEsI,mujeres,Ricardo Arjona,3BkE5kvMnXh6ljEvyCSR0I,animal nocturno,1989-08-01,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,2,1,mujeres animal nocturno latin latin pop
15021,58,5ghMfHMHakVS0omjj2cBSA,murmaider,Metalocalypse: Dethklok,6YVSzU89AisNDfVK4HUt69,the dethalbum,2007-09-25,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0,1,murmaider the dethalbum rock hard rock
5829,61,4pI7VTiN59CZnGJUgVZPoy,murmuration,Blue Wednesday,0FBkB6e7deadNGBxQCpQc0,chillhop essentials spring 2019,2019-03-20,Lo-Fi Beats,37i9dQZF1DWWQRwui0ExPn,rap,hip hop,11,0,murmuration chillhop essentials spring 2019 rap hip hop
16849,35,7h9amwuFvQAqYZVaNHk6Gp,muscle memory,Natania,0Fl07QjsJOeWNP6E9NCGNm,muscle memory,2019-05-24,Tropical House 🌴,06zrBJ5cts5aemZmqe80J7,latin,tropical,0,1,muscle memory muscle memory latin tropical
27550,47,1yCHawhY9WibtJ1XOJ16ET,mush mush,Bassjackers,6MnnkXC0DBgjc9mFxJ585V,the biggest,2019-11-22,ELECTRO HOUSE 2020,1N5dPU0Ca9N9AwBbUeyzX5,edm,electro house,1,1,mush mush the biggest edm electro house
17992,43,0M3ZIWNcizkhYFvn6RuCEz,music of my heart,*NSYNC,45gbCmUeq5ZMgXiDkPweRD,greatest hits,2005-10-25,This Is Gloria Estefan,37i9dQZF1DXarsfY89zXC6,latin,latin pop,11,1,music of my heart greatest hits latin latin pop
21419,75,2n1oPHJVMPWJkjgHwVcksY,must be,J Hus,2L2iy4zhRXsmx8rOKMYHRX,must be,2019-11-08,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,6,1,must be must be r&b urban contemporary
25085,77,68vgtRHr7iZHpzGpon6Jlo,my boo,Usher,1RM6MGv6bcl6NrAG8PGoZk,confessions,2004-03-23,R&B 80's/90's/00's,2Ey63yNQeC9Yto7JwX9BGJ,r&b,new jack swing,5,1,my boo confessions r&b new jack swing
6866,65,3bMNprrp2JDKZsGbiXpsJl,my chick bad,Ludacris,00kSgH9g6nYBQhjnRQFBew,battle of the sexes,2010-01-01,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,1,1,my chick bad battle of the sexes rap southern hip hop
20656,43,3a7g0gSKdcYqJIH4EldHXh,my forbidden lover,Tapps,1Mlkbmf8vl3hFlkruSDw3l,my forbidden lover single,2011-07-11,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0,1,my forbidden lover my forbidden lover single latin latin hip hop
21212,26,6jWkZvd1URGktyTTwcpPpB,my girl,The Temptations,7C4vMPQR8KcbZv4e2ZI0lc,the temptations sing smokey,1965-01-01,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0,1,my girl the temptations sing smokey latin latin hip hop
24983,11,4cperyKfUBl5qwObuPvDdL,my girly,Ready For The World,1NfJYue8fEojhvseFaOsa2,ruff n ready,1988-01-01,Kenny B's Ultimate New Jack Swing Mix,7bdhfXlbfml9CuNn5c7372,r&b,new jack swing,8,0,my girly ruff n ready r&b new jack swing
23102,30,6p1FD2W6hWIDqbtcmKjzU8,my heart,Coopex,7K2jP7WpPDPQcxwNZ3Qo34,my heart,2020-01-17,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,3,1,my heart my heart r&b hip pop
7099,35,0hHR7DwdbnMHPzfWRIOhny,my homeboy girlfriend,8Ball,0IqdbftJ4IQVeecdcgJm73,lost,1998-05-19,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,1,1,my homeboy girlfriend lost rap southern hip hop
30000,76,6Knv6wdA0luoMUuuoYi2i1,my house,Flo Rida,5lkNnHVlnCCCV304t89wOH,my house,2015-04-07,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,7,0,my house my house edm pop edm
14370,26,1b2ReMGta2fe6lEMpvU6eB,my jinji,落日飛車 Sunset Rollercoaster,7kuXXXt3mp8q04iMDNNJUm,jinji kikko,2016-03-01,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,7,1,my jinji jinji kikko rock permanent wave
21068,22,6LTupM3Mit2l6JHEPW3NZi,my league,Mavado,5JNz3qdnUoWoGuhqB0xWUy,my league,2015-06-22,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,7,0,my league my league latin latin hip hop
13515,32,4f1KbnoiixqLu6EEDBwopj,my life,Billy Joel,2aeSW38RwAo9rVhAWwZBKP,the hits,2010,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,2,1,my life the hits rock classic rock
30043,47,6bc5RKT0IZyUnyfOaH4eNl,my life,Jae Mansa,1dyi1bPs5chwVzIRFht5Bq,my life,2019-11-22,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,11,0,my life my life edm pop edm
8393,70,4NeOWqHmlrGRuBvsLJC9rL,my love,Justin Timberlake,0tcExuDWMQdBbwSpqN8Ku2,futuresex lovesounds deluxe edition,2006-09-13,Southern Hip Hop,57sYMLFXGD4ZqizzcMD7lz,rap,southern hip hop,11,0,my love futuresex lovesounds deluxe edition rap southern hip hop
12130,45,1WttHhgIl0N0vXZYrOxF0C,my melancholy blues,Queen,7tB40pGzj6Tg0HePj2jWZt,news of the world,1977-10-28,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,3,1,my melancholy blues news of the world rock album rock
24778,45,7623p8KZ24WTeO0NeIb4tV,my name is not susan,Whitney Houston,5LaUUDnUTySWnJLj1xiBnw,im your baby tonight,1990-11-04,New Jack Swing,4nX6BscFtR1CozSCfv2cuR,r&b,new jack swing,7,1,my name is not susan im your baby tonight r&b new jack swing
8425,58,7dIB8pFLlM9fHHj8VcjDer,my neck of the woods,Upchurch,3gttZZF6xNOuEn4qKrlp7c,supernatural,2018-08-19,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,1,0,my neck of the woods supernatural rap southern hip hop
4710,94,3yOlyBJuViE2YSGn3nVE1K,my oh my,Camila Cabello,3Vsbl0diFGw8HNSjG8ue9m,romance,2019-12-06,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,8,1,my oh my romance pop indie poptimism
15231,25,311VVjCigMAhxSb47qMMjv,my religion,Wilderlife,72znmDYhK5nImobjQJzFNt,my religion,2019-08-23,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,2,1,my religion my religion rock hard rock
30026,41,3cGdheolzl0cV1ZK1b69WU,my secret,ADAMII,4ruOb6rbX29MsH7ThBS1OZ,my secret,2019-12-13,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,11,0,my secret my secret edm pop edm
21692,6,4YKqWcBxjV3KFHfpqZ2Ux2,my story is yours,AMAZING MAZE,7wG73inDr2kNULWQHyiHQD,my story is yours ep,2019-07-24,Top Urban Underground,4Gc9TFxlqmoe50m9Yy78ei,r&b,urban contemporary,11,0,my story is yours my story is yours ep r&b urban contemporary
32213,35,4s3apmZwNTzkVG2zmzsIxj,my swag,Marc Benjamin,6ufwwX7m9QBfaE7IsuadaP,my swag,2019-12-06,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,8,0,my swag my swag edm progressive electro house
15893,19,3R1dKSBSfC1qAunq9qr5nL,mystify,Saving Abel,1rJEhrc7uPxs5NJkS6oTKA,crackin the safe,2013-08-06,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,10,1,mystify crackin the safe rock hard rock
17908,34,3vGKgH1BBTynkpkvPIW1HO,mas claro que el agua,Donny Caballero,4AkCtseo1XUVKU8AQ6Vv5s,mas claro que el agua,2016-03-25,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,9,1,mas claro que el agua mas claro que el agua latin latin pop
19187,58,5RqdUkvsV4BOXpFd5zbXFt,metele sazon,Luny Tunes,29BiTy2syDZyjGa9Rza6Ot,mas flow vol 1,2003-08-26,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,2,0,metele sazon mas flow vol 1 latin reggaeton
18830,79,53uKGbcMjEc2gIWbfmvpdS,mirame,Nio Garcia,3YLXKSgU5SrzzkBbwzBQC2,mirame,2019-07-19,Mansión Reggaetón,37i9dQZF1DWZjqjZMudx9T,latin,reggaeton,1,1,mirame mirame latin reggaeton
21442,73,694vvR5o19xHPhhJ5QdLN7,no halo,BROCKHAMPTON,1jToVugwBEzcak8gJNZG2f,ginger,2019-08-23,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,4,1,no halo ginger r&b urban contemporary
18534,68,2Jz1X6ZB0gkkCVgmeVGVGp,na de na,Angel Y Khriz,26YeHRhZt1HHM0Ed9I9YFw,showtime,2008,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,6,1,na de na showtime latin latin pop
10011,67,0yNT55PxVoLMHb75JaF2s0,na onda,Orochi,3Vj7xdxkZg832MNCRvongO,na onda,2019-11-05,Trapperz Brasil,37i9dQZF1DWWr5uieiPUVM,rap,trap,0,1,na onda na onda rap trap
22822,43,6jxSohQQyE3JsRSoKh4OTE,na tua casa,Pelé MilFlows,06u74q5otyrt76lAs3f1nK,na tua casa,2019-07-02,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0,1,na tua casa na tua casa r&b hip pop
17677,65,7gAyu0od48mkaCw1laPKVC,naagin,Vayu,1qvwPj7hWoVYJ0S5z5mbag,naagin,2019-10-17,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,9,1,naagin naagin latin latin pop
19564,75,7DOh0tBGnyMt6C5OO7o8Yq,nada,Cazzu,5zbO01D6uIqC2ejQSQEN2O,error 93,2019-06-03,Reggaeton 2020 😍 🔥,03sDEv7FN58Mb9CJOs1Tgn,latin,reggaeton,6,0,nada error 93 latin reggaeton
19152,58,3E2jVBZU7fjRNB0m3PrrhF,nadie como tu,Wisin & Yandel,5gHKtewt6CtuGLiAj2m3XC,wisin y yandel presentan los vaqueros,2006-01-01,Reggaeton De Ayer,37i9dQZF1DWWU6Rfto8Ppm,latin,reggaeton,4,0,nadie como tu wisin y yandel presentan los vaqueros latin reggaeton
19398,15,7BuwIu7FU1R3IxWDgX8HWm,nadie sabe,Cheka featuring Michael Stuart,7mFWKuLzttIifNTsCSUqkx,la pelicula,2008-01-01,REGGAETON VIEJO,31hG19URdBvLEpQWKFYfdD,latin,reggaeton,6,0,nadie sabe la pelicula latin reggaeton
32572,50,7jvrBivTkVKjaoH25guz6n,nah nah,Carnage,1rozBMRbFhgixbo8jhslP1,nah nah,2019-09-20,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,1,1,nah nah nah nah edm progressive electro house
22244,12,1qdtfV9zIFJTn9iL8JaGg5,name on it,Sha Mula,5s357z0dSJNrWfNavCUgni,name on it,2014-11-03,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,9,1,name on it name on it r&b urban contemporary
18839,39,6IAUi1xparRDfxBcRHJ8fx,nana,J Alvarez,2M6W8SvOTOypm7podVhKEk,la fama que camina extended play,2019-12-13,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,8,0,nana la fama que camina extended play latin reggaeton
7014,51,7d9I42jF759n5HuUeoulzR,nann nigga,Trick Daddy,4HMN5pRuHF88SzZoXtJsHM,www thug com,1999-03-30,Dirty South Rap Classics by DJ HOTSAUCE,0tLHH1C4HkWEUCXXSSjbOe,rap,southern hip hop,2,1,nann nigga www thug com rap southern hip hop
4048,65,0Psz3az3RIYfJpnsajBT8N,nana,Polo & Pan,0SuFqlCe5i30Fr75ZlPQVT,caravelle,2017-05-19,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,4,0,nana caravelle pop indie poptimism
8120,65,0PT7nlpo11hYYyfnBgtilT,nasty freestyle,T-Wayne,7BqiR1ZnYFkcOnoNIpk7bS,nasty freestyle,2015-05-04,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,11,1,nasty freestyle nasty freestyle rap southern hip hop
16968,40,6LU0kE1IZ2Z4NzE5a1oPhN,nataly portra,June Jissle,52kGgaFwsf6UmCVaQUaZqO,no 18,2019-01-27,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,1,0,nataly portra no 18 latin tropical
4497,45,1IUWIwZrxpyktrxGqI7FN7,navigator,MOONZz,3DfyYCOhC4dvYvQcyfjdjT,navigator,2017-03-28,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,3,1,navigator navigator pop indie poptimism
17675,78,4TnFANpjVwVKWzkxNzIyFH,ne reviens pas,Gradur,7ilqGyawRNe3bXNfLYtrfo,zone 59,2019-11-29,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,10,0,ne reviens pas zone 59 latin latin pop
19382,25,1CbAld4T4IexP2udP9nCm2,necesito,KBM,04qnFcyLBjWHTNlnCsd15k,necesito,2019-06-21,Academia Reggaetón,37i9dQZF1DXd8p9XRfIfUn,latin,reggaeton,11,0,necesito necesito latin reggaeton
23091,62,3UmtRRyDBhjHzaMpG351F0,need somebody,Xuitcasecity,69hbV8nxxvSL2aG4exqKGy,indxgo,2017-08-18,Pop / Hip-Hop: Gas ⛽️,7ccXu2NL5YPa7PVgnQxR1j,r&b,hip pop,9,1,need somebody indxgo r&b hip pop
7285,42,0M9mH33xccGM4ITZIGwX2H,need somebody to talk to,Sexton,7pXS1210AXPkd4722GxNYu,lost my heart in hollywood chapter 3,2019-12-20,Viral Southern Hip Hop,0DdGqNa18DwYyfIR05OrW1,rap,southern hip hop,9,0,need somebody to talk to lost my heart in hollywood chapter 3 rap southern hip hop
12147,42,3vVSwkIqE7j6AaIxsxXzNA,need your loving tonight,Queen,58alCatewkjNm9IM1Ucj67,the game,1980-06-27,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,9,1,need your loving tonight the game rock album rock
